query,tenant,reference_debit_note_number,ogPdi,ogInvoiceId,ogInvoiceNo,correctPdi
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8195 AND reference_debit_note_number = 'PD0224-25A006863' AND status = 'DISPATCH_READY';",th437,PD0224-25A006863,91312,26031,6110704283,91312
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8196 AND reference_debit_note_number = 'PD0224-25A006863' AND status = 'DISPATCH_READY';",th437,PD0224-25A006863,91312,26039,6110116975,91312
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8197 AND reference_debit_note_number = 'PD0224-25A006863' AND status = 'DISPATCH_READY';",th437,PD0224-25A006863,91312,25686,6110115475,91312
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8198 AND reference_debit_note_number = 'PD0224-25A006863' AND status = 'DISPATCH_READY';",th437,PD0224-25A006863,91312,25681,6110115261,91312
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8199 AND reference_debit_note_number = 'PD0224-25A006863' AND status = 'DISPATCH_READY';",th437,PD0224-25A006863,91312,25911,6110116227,91312
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8200 AND reference_debit_note_number = 'PD0224-25A006863' AND status = 'DISPATCH_READY';",th437,PD0224-25A006863,91312,25168,6110114352,91312
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8201 AND reference_debit_note_number = 'PD0224-25A006863' AND status = 'DISPATCH_READY';",th437,PD0224-25A006863,91312,25158,6110014282,91312
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8202 AND reference_debit_note_number = 'PD0224-25A006863' AND status = 'DISPATCH_READY';",th437,PD0224-25A006863,59977,25353,3853512709,91312
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8934 AND reference_debit_note_number = 'P0224-25A0000594' AND status = 'DISPATCH_READY';",th437,P0224-25A0000594,91239,22619,DL7122210329,91239
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8935 AND reference_debit_note_number = 'P0224-25A0000594' AND status = 'DISPATCH_READY';",th437,P0224-25A0000594,91239,22877,DL7122309636,91239
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8936 AND reference_debit_note_number = 'P0224-25A0000594' AND status = 'DISPATCH_READY';",th437,P0224-25A0000594,91239,22873,DL7122305608,91239
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8937 AND reference_debit_note_number = 'P0224-25A0000594' AND status = 'DISPATCH_READY';",th437,P0224-25A0000594,91239,21150,DL0712501919,91239
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8938 AND reference_debit_note_number = 'P0224-25A0000594' AND status = 'DISPATCH_READY';",th437,P0224-25A0000594,91239,22655,DL7122307718,91239
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8939 AND reference_debit_note_number = 'P0224-25A0000594' AND status = 'DISPATCH_READY';",th437,P0224-25A0000594,91234,11735,609/23/S1-1327,91239
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8940 AND reference_debit_note_number = 'P0224-25A0000600' AND status = 'DISPATCH_READY';",th437,P0224-25A0000600,174675,4189,25SIL09601,174675
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8946 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,24547,2492003300,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8947 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,3275,2492010558,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8948 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,11335,5301991687,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8949 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,3734,2805973858,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8950 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,11437,5301991326,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8951 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,4844,2805969978,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8952 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,10329,5301989536,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8953 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,3096,2492007429,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8954 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,3285,2492014194,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8955 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,3257,2492017196,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8956 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,3089,2492011027,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8957 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,11319,5301989814,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8958 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,11033,5301976832,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8959 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,11461,5301993206,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8960 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,24781,2805977731,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8961 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,24965,2805988874,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8962 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,11077,5301981722,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8963 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,11398,5301995779,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8964 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,25169,5301975356,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8965 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,11449,5301992320,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8966 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,24891,2492003303,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8967 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,12222,5301998281,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8968 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,11259,5301990304,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8969 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,3035,2492007431,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8970 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,3445,2805978262,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8971 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,11119,5301992801,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8972 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,3917,2805988379,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8973 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,3790,2805987977,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8974 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,3518,2805972946,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8975 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,11503,5301997939,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8976 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,11278,5301992485,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8977 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,11323,5301991303,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8978 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,11082,5301989997,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8979 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,10895,5301976838,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8980 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,3192,2492010050,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8981 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,11157,5301991098,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8982 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,3405,2492014195,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8983 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,3365,2492010045,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8984 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,12414,5301999417,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8985 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,3559,2805980612,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8986 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,11292,5301994783,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8987 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,7653,4807103293,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8988 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,11558,5301994446,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8989 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,3139,2492009193,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8990 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,3832,2805972797,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8991 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,25183,5301987989,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8992 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,12500,5301998240,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8993 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,11309,5301991097,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8994 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,11472,5301994380,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8995 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,9751,5301988719,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8996 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,3284,2492009241,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8997 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,26279,2208978312,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8998 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,26568,2208978434,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 8999 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,24925,2492002207,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9000 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,25780,2208976635,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9001 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,24979,2805984240,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9002 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,24991,2805987979,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9003 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,25779,2208976634,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9004 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,25362,5301986510,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9005 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,26572,2208978935,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9006 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,25202,2492010996,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9007 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,25151,5301987189,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9008 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,29765,25214,5301994114,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9009 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,91279,25318,9071033914,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9010 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,91279,13100,9071032715,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9011 AND reference_debit_note_number = 'P0224-25A0000616' AND status = 'DISPATCH_READY';",th437,P0224-25A0000616,91279,12875,9071030609,29765
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9018 AND reference_debit_note_number = 'P0224-25A0000633' AND status = 'DISPATCH_READY';",th437,P0224-25A0000633,91147,25720,212644439,91147
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9030 AND reference_debit_note_number = 'P0224-25A0000644' AND status = 'DISPATCH_READY';",th437,P0224-25A0000644,100996,26304,IN11002511001150,100996
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9031 AND reference_debit_note_number = 'P0224-25A0000644' AND status = 'DISPATCH_READY';",th437,P0224-25A0000644,100996,26325,IN11002511001192,100996
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9032 AND reference_debit_note_number = 'P0224-25A0000644' AND status = 'DISPATCH_READY';",th437,P0224-25A0000644,100996,25682,IN11002511000200,100996
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9033 AND reference_debit_note_number = 'P0224-25A0000644' AND status = 'DISPATCH_READY';",th437,P0224-25A0000644,100996,26243,IN11002511001050,100996
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9034 AND reference_debit_note_number = 'P0224-25A0000644' AND status = 'DISPATCH_READY';",th437,P0224-25A0000644,100996,25693,IN11002511000239,100996
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9035 AND reference_debit_note_number = 'P0224-25A0000644' AND status = 'DISPATCH_READY';",th437,P0224-25A0000644,100996,25702,IN11002511000238,100996
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9036 AND reference_debit_note_number = 'P0224-25A0000644' AND status = 'DISPATCH_READY';",th437,P0224-25A0000644,100996,26665,IN11002511001383,100996
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9037 AND reference_debit_note_number = 'P0224-25A0000644' AND status = 'DISPATCH_READY';",th437,P0224-25A0000644,100996,25947,IN11002511000673,100996
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9038 AND reference_debit_note_number = 'P0224-25A0000644' AND status = 'DISPATCH_READY';",th437,P0224-25A0000644,100996,26664,IN11002511001536,100996
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9039 AND reference_debit_note_number = 'P0224-25A0000644' AND status = 'DISPATCH_READY';",th437,P0224-25A0000644,100996,26177,IN11002511000869,100996
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9040 AND reference_debit_note_number = 'P0224-25A0000644' AND status = 'DISPATCH_READY';",th437,P0224-25A0000644,100996,26661,IN11002511001384,100996
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9041 AND reference_debit_note_number = 'P0224-25A0000644' AND status = 'DISPATCH_READY';",th437,P0224-25A0000644,100996,26577,IN11002511001319,100996
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9042 AND reference_debit_note_number = 'P0224-25A0000644' AND status = 'DISPATCH_READY';",th437,P0224-25A0000644,100996,25946,IN11002511000672,100996
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9043 AND reference_debit_note_number = 'P0224-25A0000644' AND status = 'DISPATCH_READY';",th437,P0224-25A0000644,92692,23800,OP61/SI58756,100996
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9044 AND reference_debit_note_number = 'P0224-25A0000644' AND status = 'DISPATCH_READY';",th437,P0224-25A0000644,92692,23785,OP61/SI56623,100996
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9094 AND reference_debit_note_number = 'P0224-25A0000663' AND status = 'DISPATCH_READY';",th437,P0224-25A0000663,1812,10713,71000759807,1812
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9095 AND reference_debit_note_number = 'P0224-25A0000663' AND status = 'DISPATCH_READY';",th437,P0224-25A0000663,1812,10623,71000764057,1812
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9096 AND reference_debit_note_number = 'P0224-25A0000663' AND status = 'DISPATCH_READY';",th437,P0224-25A0000663,1812,10611,71000754752,1812
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9097 AND reference_debit_note_number = 'P0224-25A0000663' AND status = 'DISPATCH_READY';",th437,P0224-25A0000663,1812,10711,71000755598,1812
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9098 AND reference_debit_note_number = 'P0224-25A0000663' AND status = 'DISPATCH_READY';",th437,P0224-25A0000663,1812,10217,71000755424,1812
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9099 AND reference_debit_note_number = 'P0224-25A0000663' AND status = 'DISPATCH_READY';",th437,P0224-25A0000663,1812,10770,71000760805,1812
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9100 AND reference_debit_note_number = 'P0224-25A0000663' AND status = 'DISPATCH_READY';",th437,P0224-25A0000663,1812,10944,71000759706,1812
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9101 AND reference_debit_note_number = 'P0224-25A0000663' AND status = 'DISPATCH_READY';",th437,P0224-25A0000663,1812,25409,71000757360,1812
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9102 AND reference_debit_note_number = 'P0224-25A0000663' AND status = 'DISPATCH_READY';",th437,P0224-25A0000663,1812,10799,71000760383,1812
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9103 AND reference_debit_note_number = 'P0224-25A0000663' AND status = 'DISPATCH_READY';",th437,P0224-25A0000663,1812,10095,71000750342,1812
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9104 AND reference_debit_note_number = 'P0224-25A0000663' AND status = 'DISPATCH_READY';",th437,P0224-25A0000663,1812,10729,71000754245,1812
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9105 AND reference_debit_note_number = 'P0224-25A0000663' AND status = 'DISPATCH_READY';",th437,P0224-25A0000663,1812,10593,71000762118,1812
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9106 AND reference_debit_note_number = 'P0224-25A0000663' AND status = 'DISPATCH_READY';",th437,P0224-25A0000663,1812,25173,71000760607,1812
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9107 AND reference_debit_note_number = 'P0224-25A0000663' AND status = 'DISPATCH_READY';",th437,P0224-25A0000663,1812,10848,71000756204,1812
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9108 AND reference_debit_note_number = 'P0224-25A0000663' AND status = 'DISPATCH_READY';",th437,P0224-25A0000663,1812,10893,71000760287,1812
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9109 AND reference_debit_note_number = 'P0224-25A0000663' AND status = 'DISPATCH_READY';",th437,P0224-25A0000663,1812,10781,71000759348,1812
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9110 AND reference_debit_note_number = 'P0224-25A0000663' AND status = 'DISPATCH_READY';",th437,P0224-25A0000663,1812,24605,71000755825,1812
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9111 AND reference_debit_note_number = 'P0224-25A0000663' AND status = 'DISPATCH_READY';",th437,P0224-25A0000663,1812,25460,71000756839,1812
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9112 AND reference_debit_note_number = 'P0224-25A0000663' AND status = 'DISPATCH_READY';",th437,P0224-25A0000663,1812,25412,71000755636,1812
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9113 AND reference_debit_note_number = 'P0224-25A0000663' AND status = 'DISPATCH_READY';",th437,P0224-25A0000663,1812,10140,71000754962,1812
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9114 AND reference_debit_note_number = 'P0224-25A0000663' AND status = 'DISPATCH_READY';",th437,P0224-25A0000663,1812,10904,71000757201,1812
"UPDATE th437.purchase_issue SET updated_on = NOW(), status = 'CANCELLED' WHERE id = 9115 AND reference_debit_note_number = 'P0224-25A0000663' AND status = 'DISPATCH_READY';",th437,P0224-25A0000663,1812,10607,71000754098,1812
