purchase_issue_id,source_tenant,updateInvoiceDetailsQuery,updateUnifiedVendorQuery,deletePurchaseIssueInvoiceQuery
88797,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88797 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88797 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88800,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88800 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88800 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88801,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88801 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88801 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88802,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88802 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88802 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88804,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88804 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88804 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88806,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88806 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88806 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88809,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88809 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88809 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88810,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88810 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88810 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88811,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88811 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88811 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88814,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88814 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88814 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88815,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88815 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88815 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88818,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88818 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88818 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88819,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88819 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88819 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88820,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88820 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88820 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88822,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88822 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88822 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88824,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88824 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88824 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88825,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88825 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88825 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88828,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88828 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88828 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88829,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88829 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88829 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88831,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88831 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88831 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88834,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88834 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88834 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88836,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88836 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88836 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88846,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88846 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88846 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88847,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88847 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88847 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88849,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88849 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88849 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88851,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88851 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88851 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88852,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88852 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88852 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88854,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88854 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88854 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88856,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88856 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88856 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88858,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88858 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88858 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88859,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88859 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88859 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88867,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88867 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88867 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88869,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88869 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88869 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88871,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88871 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88871 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88873,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88873 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88873 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88875,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88875 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88875 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88877,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88877 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88877 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88879,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88879 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88879 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88881,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88881 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88881 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88883,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88883 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88883 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88884,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88884 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88884 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88886,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88886 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88886 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88887,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88887 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88887 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88889,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88889 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88889 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88892,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88892 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88892 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88893,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88893 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88893 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88896,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88896 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88896 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88897,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88897 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88897 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88899,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88899 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88899 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88910,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88910 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88910 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88912,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88912 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88912 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88913,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88913 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88913 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88915,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88915 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88915 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88917,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88917 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88917 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88918,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88918 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88918 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88921,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88921 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88921 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88922,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88922 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88922 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88924,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88924 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88924 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88926,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88926 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88926 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88927,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88927 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88927 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88929,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88929 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88929 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88931,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88931 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88931 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88932,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88932 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88932 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
88934,th402,"UPDATE th402.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 88934 AND invoice_id = 215274 AND invoice_no = 'DR0411-25A000002';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 88934 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183479 AND tenant = 'th402';",
